Advertiser_ID,Advertiser_Name,Public_IDs_List,Regions,Elections,Total_Creatives,Spend_USD,Spend_EUR,Spend_INR,Spend_BGN,Spend_HRK,Spend_CZK,Spend_DKK,Spend_HUF,Spend_PLN,Spend_RON,Spend_SEK,Spend_GBP,Spend_ILS,Spend_NZD,Spend_TWD,Spend_AUD
AR115333890670854144,A STRONGER MICHIGAN,EIN ID 82-4509198,US,US-Federal,30,17100,14900,1255000,29175,110800,385000,111500,4822500,64200,69600,154500,13150,62750,26000,528000,24000
AR115381994304569344,MAJORITY FORWARD,EIN ID 83-3690373,US,US-Federal,14,67400,58600,5061250,114650,441200,1552000,436500,20475000,260200,283575,608250,53050,231000,102600,1986000,95850
AR115525343133040640,"MB ""Progresyvūs rinkodaros sprendimai""",,"EU, LT",EU-Parliament,3,100,100,7000,150,600,2000,500,30000,400,375,750,50,250,200,3000,150
AR115663469281280000,ELECT NATHAN BROWN FOR UTAH HOUSE,EIN ID 84-4873126,US,US-Federal,7,800,700,59750,1400,5400,19000,5500,247500,3200,3450,7500,650,2750,1200,24000,1200
AR115883234167881728,COALITION FOR GREEN CAPITAL ACTION FUND,EIN ID 27-2124806,US,US-Federal,38,10100,8550,740500,16725,64700,232000,63500,3112500,38900,41625,89250,7750,34250,15200,291000,14100
AR115992360696938496,BOGNET FOR CONGRESS,FEC ID C00735688,US,US-Federal,2,3600,3050,266250,6000,23200,83000,23000,1125000,14100,14925,31500,2750,12250,5400,102000,5100
AR116025139887341568,Partidul Pro Romania,,"EU, RO",EU-Parliament,538,91900,79200,6677500,154875,594700,2075000,590500,27472500,349400,382425,827250,70550,316250,136200,2721000,128550
AR116067952121348096,BIT EXPERT SERV S.R.L.,,"EU, RO",EU-Parliament,13,1500,1250,108500,2450,9500,34000,9500,450000,5600,6075,12750,1150,5000,2200,42000,2100
AR116128425260875776,SPD Ortsverein Hürth,,"DE, EU",EU-Parliament,3,1200,1000,85750,1925,7400,26000,7500,352500,4400,4800,10500,900,4000,1800,33000,1650
AR116209789121331200,ANNA KAPLAN FOR NY STATE SENATE,Registered in New York A22370,US,US-Federal,1,2600,2200,193250,4350,16700,58000,16500,787500,9800,10725,22500,2000,8750,4000,78000,3600
AR11633588936114176,CITIZENS TO RETAIN JUDGE RICHARD TITUS,EIN ID 82-4356777,US,US-Federal,1,400,300,26750,600,2300,8000,2500,112500,1400,1500,3000,300,1250,600,12000,450
AR116516759023910912,GEORGIA LIFE ALLIANCE COMMITTEE INC,EIN ID 47-2788469,US,US-Federal,28,7600,7000,547250,13725,52300,177000,52500,2370000,30200,33675,74250,5900,26250,12000,231000,11550
AR116668422909067264,CALLIE4CU,EIN ID 84-2918206,US,US-Federal,6,1500,1300,111500,2550,9900,35000,10000,465000,5800,6375,13500,1200,5000,2200,42000,2100
AR116670759371276288,FRIENDS OF PATTY SMITH,Registered in Pennsylvania 20180104,US,US-Federal,3,800,700,62250,1400,5400,20000,5500,262500,3300,3525,7500,650,2750,1200,24000,1200
AR116759338776788992,GINA ORTIZ JONES FOR CONGRESS,FEC ID C00652297,US,US-Federal,43,13100,11400,951250,22250,84400,293000,85000,3682500,49000,53025,117750,10050,47750,19800,405000,18300
AR116769577978822656,SEIU LOCAL 2015,EIN ID 47-4164197,US,US-Federal,4,43400,38700,3012000,75725,286600,987000,289000,12660000,165100,183450,408750,34350,153500,65400,1341000,62400
AR116834449164861440,COMMITTEE TO ELECT KIM MANGONE FOR CONGRESS,FEC ID C00709550,US,US-Federal,10,8300,7150,617000,13975,54100,194000,53000,2610000,32800,34725,74250,6450,28250,12600,237000,11850
AR117004667308736512,BOATMAN FOR CONGRESS,FEC ID C00711440,US,US-Federal,9,400,400,31750,800,3000,10000,3000,135000,1700,1950,4500,350,1500,600,12000,600
AR117013669560188928,SUE SGAMBELLURI FOR CITY COUNCIL,EIN ID 83-3048234,US,US-Federal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR117088298911924224,PARTIDUL SOCIAL DEMOCRAT,,"EU, RO",EU-Parliament,659,13300,11200,983500,21900,84600,296000,83500,4035000,50200,54525,114750,10100,44750,19400,381000,18150
AR117101493051457536,GRAVIS MARKETING INC,Registered in Florida P10000035711,US,US-Federal,26,3500,3100,262250,6075,23300,82000,23000,1065000,13700,14925,32250,2800,12250,5400,105000,5100
AR117165264725868544,LINDSAY TAUSCH,,US,US-Federal,2,1000,850,75500,1700,6600,24000,6500,315000,4000,4275,9000,800,3500,1600,30000,1500
AR117183337948250112,"UNICORN WEALTH, LLC",EIN ID 84-2045992,US,US-Federal,453,345600,296250,25502750,579475,2234500,7843000,2206000,105195000,1321700,1436925,3070500,265900,1169500,517400,10062000,481950
AR117224775792721920,JAVIER FOR ARIZONA,EIN ID 84-3907399,US,US-Federal,8,0,50,2750,50,200,1000,0,7500,100,150,0,50,0,0,0,0
AR11739623088717824,POOLHOUSE AGENCY LLC,EIN ID 46-3943724,US,US-Federal,9,200,200,16750,400,1600,5000,1500,67500,900,975,2250,200,750,400,6000,300
AR117492094557224960,OHIO SECRETARY OF STATE,EIN ID 31-1334820,US,US-Federal,9,201500,171900,14875500,336175,1302300,4688000,1279500,62715000,787000,837375,1785750,155400,684250,304600,5787000,285600
AR117512847839199232,ROSS SPANO FOR CONGRESS,FEC ID C00676668,US,US-Federal,18,27600,24000,2072500,46975,180800,636000,179000,8392500,106700,116175,249750,21700,94500,42000,813000,39300
AR117515184301408256,VALERIE GAYDOS,EIN ID 82-4248145,US,US-Federal,2,3100,2700,232750,5250,20300,73000,20000,982500,12400,13050,27750,2400,10750,4800,90000,4500
AR117614002908954624,COMMITTEE TO ELECT DONNA LASINSKI,EIN ID 47-5141880,US,US-Federal,1,1400,1250,105000,2450,9300,32000,9500,405000,5400,5850,12750,1100,5250,2200,45000,1950
AR117634068996161536,VOLUNTEERS FOR KELLY MOLLER,EIN ID 82-4668696,US,US-Federal,11,4500,3850,332750,7500,29000,104000,28500,1387500,17400,18675,39750,3500,15250,6800,129000,6300
AR117681210557202432,SYKES FOR SENATE,EIN ID 81-3628870,US,US-Federal,2,1500,1300,111750,2525,9700,35000,9500,472500,5900,6300,13500,1150,5250,2200,42000,2100
AR117739278515044352,BARCELONA PEL CANVI - CIUTADANS,,"ES, EU, FR",EU-Parliament,19,3100,2700,212500,5325,20200,70000,20500,877500,11700,12975,29250,2350,11000,4600,96000,4350
AR117756801981612032,Lucas Pavanetto,,"EU, IT",EU-Parliament,4,200,150,11750,275,1000,4000,1000,52500,600,675,1500,150,500,200,6000,150
AR117808960064454656,TROY BRIMAGE FOR STATE REP,EIN ID 84-3707240,US,US-Federal,20,3600,3300,258250,6425,24500,83000,24500,1110000,14100,15750,34500,2800,12500,5600,108000,5400
AR117976635587690496,"Freiheitliche Partei Österreichs (FPÖ), Landespartei Steiermark",,"AT, EU",EU-Parliament,67,9300,8450,667500,16525,62800,216000,63000,2812500,36100,40275,90000,7250,32500,14600,285000,13650
AR118173585608015872,Aalborg Venstrevælger forening,,"DK, EU",EU-Parliament,40,2300,2100,163000,4100,15500,54000,15500,675000,9000,9900,22500,1850,8500,3600,72000,3300
AR118215985525161984,"TEXAS LAW SHIELD, LLC",EIN ID 45-4810752,US,US-Federal,32,4100,3550,289500,6975,26400,92000,26500,1147500,15300,16725,36750,3150,14750,6000,126000,5700
AR118482960692281344,MOWERS FOR CONGRESS,FEC ID C00734491,US,US-Federal,39,11200,9650,820500,18850,72600,256000,72000,3435000,43200,46725,100500,8550,38000,16800,324000,15900
AR118541234808553472,GEORGE W. HINDMAN FOR CONGRESS,FEC ID C00724617,US,US-Federal,35,4300,3850,305250,7575,28900,98000,29000,1305000,16600,18525,41250,3300,14750,6600,129000,6300
AR118595523195174912,ROHRABACHER FOR CONGRESS,FEC ID C00224691,US,US-Federal,2,72500,63550,5304000,124250,472200,1641000,474000,20512500,273900,296175,657750,55900,267500,109800,2235000,101250
AR118619506292555776,TAKEACTION MINNESOTA,EIN ID 20-3338691,US,US-Federal,29,9700,8200,712250,16050,62100,223000,61000,2992500,37500,39975,84750,7400,32750,14600,276000,13650
AR118759694025097216,CARLUCCI FOR CONGRESS,FEC ID C00723791,US,US-Federal,5,1900,1650,141000,3225,12500,44000,12500,570000,7300,8025,17250,1500,6500,2800,54000,2700
AR119011138590474240,WICKER FOR SENATE,FEC ID C00443218,US,US-Federal,292,21800,18800,1543250,36775,139500,485000,140000,6060000,80900,87600,194250,16550,79000,32400,663000,29700
AR119350612805550080,MATT COX FOR NC SENATE,EIN ID 83-3855386,US,US-Federal,1,0,0,500,25,0,0,0,0,0,0,0,0,0,0,0,0
AR119372259440721920,ROCKY MOUNTAIN WOLF ACTION FUND,Registered in Colorado 20195036406,US,US-Federal,6,38700,32950,2852750,64400,249500,898000,245000,12015000,150600,160500,341250,29800,131250,58400,1110000,54600
AR119459052139839488,MONEY GAME VENTURES LLC,EIN ID 82-4012570,US,US-Federal,8,400,350,27250,650,2500,9000,2500,112500,1400,1575,3750,300,1250,600,12000,600
AR11949423651192832,DEMOCRATIC PARTY OF OREGON,FEC ID C00188367,US,US-Federal,7,900,750,65000,1450,5600,20000,5500,270000,3300,3600,7500,650,3000,1200,24000,1200
AR119554297334595584,CAM CAVASSO 4 CONGRESS,FEC ID C00680876,US,US-Federal,13,3000,2650,221000,5125,19500,68000,19500,847500,11300,12225,27000,2350,11000,4600,93000,4200
AR119780728010440704,THE GEORGIA WAY,FEC ID C00763185,US,US-Federal,1,61100,50050,4484000,97900,377600,1313000,372000,18165000,226800,243600,504000,45000,196750,85400,1719000,79950
AR119804367510437888,KEEP JUDGE REUBEN YOUNG,Registered in North Carolina,US,US-Federal,3,400,350,29750,675,2600,9000,2500,127500,1600,1650,3750,300,1250,600,12000,600
AR119915349465366528,STEVE ALM FOR PROSECUTOR,EIN ID 84-3490954,US,US-Federal,1,0,0,1250,25,100,0,0,7500,100,75,0,0,0,0,0,0
AR120137038497316864,BOB CASEY FOR SENATE INC,FEC ID C00431056,US,US-Federal,106,433700,376700,31596750,736775,2797900,9713000,2810000,122002500,1621600,1755675,3913500,333250,1582250,659400,13362000,606000
AR120181018962427904,CHRISSY HOULAHAN FOR CONGRESS,FEC ID C00637371,US,US-Federal,88,2000,1700,140250,3350,12700,44000,13000,555000,7400,7950,18000,1550,7250,3000,60000,2700
AR12050647440424960,ANGIE CRAIG FOR CONGRESS,FEC ID C00575209,US,US-Federal,63,151500,130250,11125750,254700,979500,3463000,970000,45562500,579200,626475,1356750,117100,526000,229800,4470000,213300
AR120759774395498496,SCOTT FITZGERALD FOR CONGRESS,EIN ID 84-2948409,US,US-Federal,4,1900,1600,136750,3125,12000,43000,12000,577500,7200,7725,16500,1450,6250,2800,54000,2550
AR12080952729665536,COMMITTEE TO ELECT JOHN DAMOOSE FOR STATE REPRESENTATIVE,Registered in Michigan 519587,US,US-Federal,14,6800,5950,511000,11600,44700,159000,44000,2107500,26700,28725,61500,5350,23500,10400,201000,9750
AR120814887415840768,THOM TILLIS COMMITTEE,EIN ID 46-2864060,US,US-Federal,8,4700,4150,325250,8150,30900,107000,31000,1342500,17800,19725,44250,3650,16750,7000,147000,6750
AR120847323008860160,CONSERVATIVE BUZZ LLC,EIN ID 45-4445561,US,US-Federal,6480,5383900,4767050,384899000,9323825,35483700,123317000,35573500,1581847500,20652400,22658775,50248500,4220550,19079250,8208800,164565000,7726650
AR12094627905536000,AMMAR CAMPA-NAJJAR FOR CONGRESS,FEC ID C00635888,US,US-Federal,38,80000,69500,5822000,135900,521200,1825000,518000,23865000,305900,332100,728250,61950,279250,122400,2385000,114150
AR121262938404159488,GREAT AMERICA PAC,FEC ID C00608489,US,US-Federal,381,14300,12600,994250,24600,93300,324000,94000,4057500,54000,59175,132000,11100,52000,21400,441000,19950
AR121273177606193152,FRIENDS OF MATT PINNELL 2018,EIN ID 82-0992206,US,US-Federal,6,1000,850,68250,1650,6300,22000,6500,277500,3600,3975,9000,750,3500,1400,30000,1350
AR121290907231191040,PROGRESS MICHIGAN EDUCATION,EIN ID 26-0900874,US,US-Federal,4,21100,17950,1557250,35075,135900,489000,133500,6570000,82500,87375,186000,16200,71500,31600,603000,29700
AR121357702562578432,HOMEOWNERS AND TENANTS UNITED,EIN ID 84-1894569,US,US-Federal,594,326600,287900,24458250,563100,2174300,7705000,2145500,101422500,1288200,1393575,3036750,258100,1134250,512800,9678000,481650
AR121571557574180864,GEORGIA ACTION FUND,FEC ID C00693606,US,US-Federal,38,2063300,1757350,151877000,3437000,13297300,47711000,13080000,638122500,7982300,8560125,18314250,1594700,7037250,3109800,59442000,2896800
AR121627632667197440,AFSCME - PEOPLE,EIN ID 52-1456472,US,US-Federal,13,97700,83100,7186250,162500,629300,2262000,618500,30172500,377900,404850,862500,75300,331250,147200,2805000,137250
AR121644949975334912,FRIENDS OF SYDNEY BATCH,EIN ID 82-3619450,US,US-Federal,2,13900,11900,1030500,23250,90000,324000,88500,4357500,54700,57900,123000,10700,47250,21000,399000,19650
AR121754007784914944,TEXANS FOR JIM GRIFFIN,EIN ID 84-3889700,US,US-Federal,13,6600,6000,469000,11725,44600,150000,45000,2017500,25600,28650,63000,5050,22500,10200,198000,9750
AR121760948452065280,FRIENDS OF JOE RUBAY FOR ASSEMBLY 2020,EIN ID 84-4039899,US,US-Federal,3,700,600,54000,1200,4600,16000,4500,217500,2700,3000,6000,550,2500,1000,21000,1050
AR122089290111909888,RECLAIMTHEAMERICANDREAM ORG,EIN ID 81-2663346,US,US-Federal,60,19900,17550,1465750,34275,131700,462000,130500,6090000,77500,84450,184500,15600,68750,30800,591000,28800
AR122166943120621568,LOIS FRANKEL FOR CONGRESS,FEC ID C00494856,US,US-Federal,3,3500,3000,257500,5825,22500,80000,22000,1080000,13400,14475,31500,2700,12000,5200,102000,4950
AR122316957738336256,ESMERALDA SORIA FOR CONGRESS,FEC ID C00711911,US,US-Federal,2,1700,1550,121250,3000,11400,39000,11500,502500,6500,7275,15750,1300,6000,2600,51000,2400
AR122339016690368512,JESSICA KING FOR WISCONSIN,FEC ID C00721274,US,US-Federal,8,30500,25950,2239000,50700,196300,705000,193000,9412500,117700,126375,270000,23550,103750,46000,876000,42750
AR122376400085712896,Alessandro Bellucci,,"EU, IT",EU-Parliament,10,200,150,11500,250,1000,4000,1000,45000,600,675,1500,100,500,200,6000,150
AR122406361777569792,S.P. Velumani,,IN,IN-General,5,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0
AR122506142457790464,ARIZONA FAMILIES FIRST,EIN ID 84-4323215,US,US-Federal,26,110800,94300,8153000,184400,714000,2566000,702000,34305000,429700,459525,981000,85450,376750,167000,3186000,156000
AR1226024184446976,CHRIS WARD FOR ASSEMBLY 2020,Registered in California,US,US-Federal,67,47800,41700,3480500,81525,313400,1097000,310500,14655000,184400,201450,435750,36800,163750,72400,1404000,68250
AR1226161623400448,"BILL DODD BALLOT MEASURE COMMITTEE FOR PROGRESS, REFORM & A STRONGER CALIFORNIA",Registered in California 1377491,US,US-Federal,3,8900,7600,657000,14850,57300,205000,56500,2752500,34200,36975,79500,6950,30750,13400,261000,12450
AR12273917020340224,STAUSH GRUSZYNSKI,,US,US-Federal,4,100,100,9000,225,800,3000,1000,37500,500,525,1500,100,500,200,3000,150
AR122780539328397312,Ioannis Vardakastanis,,"EU, GR",EU-Parliament,1,300,250,20500,500,1900,7000,2000,82500,1100,1275,3000,250,1000,400,9000,450
AR1228360646656000,MORE TREATMENT FOR A BETTER OREGON: YES ON 110,Registered in Oregon 20825,US,US-Federal,16,88500,75550,6522250,147750,571200,2052000,562500,27532500,344200,367950,789750,68750,303500,133800,2559000,124800
AR123053424370515968,FRIENDS OF TIMOTHY H BESON,EIN ID 84-4057781,US,US-Federal,2,700,600,51250,1150,4500,16000,4500,217500,2700,2850,6000,550,2250,1000,21000,1050
AR123113141595799552,"PATIENTS AND CAREGIVERS TO PROTECT DIALYSIS PATIENTS, SPONSORED  BY THE CALIFORNIA DIALYSIS COUNCIL",EIN ID 95-3778604,US,US-Federal,42,6300,5450,432000,10650,40200,141000,40500,1762500,23500,25425,56250,4800,23000,9200,192000,8550
AR12336554823385088,CASE ACTION FUND,EIN ID 45-4874128,US,US-Federal,2,2300,2100,175250,4150,16100,58000,16000,750000,9600,10200,23250,1900,8250,3800,69000,3750
AR123368228293443584,LYNN AFENDOULIS FOR CONGRESS,EIN ID 84-2230151,US,US-Federal,17,2700,2350,197000,4600,17600,61000,17500,802500,10300,11250,24750,2100,9250,4000,81000,3900
AR123455089712037888,MICHAEL WALTZ FOR CONGRESS,EIN ID 82-4088281,US,US-Federal,7,600,500,40750,1000,3800,13000,4000,172500,2200,2475,5250,450,2000,800,18000,900
AR123635684496900096,"GOP SCOUTS, INC.",EIN ID 83-1486714,US,US-Federal,421,13800,12000,1014250,23500,89200,310000,89500,3892500,51700,56025,124500,10600,50500,21200,426000,19350
AR123769069001244672,FRIENDS OF TODD YOUNG,FEC ID C00459255,US,US-Federal,3,1100,950,81250,1850,7200,26000,7000,337500,4200,4575,9750,850,3750,1600,33000,1500
AR124024842893656064,"NUCLEARBAN.US, INC.",EIN ID 83-1027531,US,US-Federal,10,0,0,1750,50,100,1000,0,7500,100,75,0,0,0,0,0,0
AR124245844730839040,RURAL AMERICA FUND D/B/A RURAL AMERICA 2020,FEC ID C30003172,US,US-Federal,11,22000,18900,1635000,36950,143100,514000,140500,6930000,87100,91950,195750,17050,75000,33200,630000,31350
AR124309891283156992,DREW SPRINGER JR.,Registered in Texas 00067769,US,US-Federal,11,14800,12450,1087750,24375,94000,333000,93000,4492500,55900,60675,129750,11400,50250,22000,429000,20250
AR124322535666876416,COLORADANS PROTECTING WILDLIFE,EIN ID 84-2719389,US,US-Federal,7,76300,65000,5632750,127150,491800,1761000,484000,23610000,295700,316500,675750,58850,259750,115200,2199000,107250
AR124528968974991360,SURENDER GOPE,,IN,IN-General,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR124593908880506880,Vapaus ry,,"EU, FI",EU-Parliament,20,300,250,20250,500,1900,7000,2000,82500,1100,1200,3000,200,1000,400,9000,450
AR124650877326721024,Nikki Fried for Florida,EIN ID 83-0865553,US,US-Federal,28,42000,36700,3028250,71825,273000,948000,274000,11865000,158100,171000,382500,32600,154500,63400,1293000,58350
AR124709495040376832,Slovenská národná strana,,"EU, SK",EU-Parliament,72,11800,10900,846250,21275,81000,274000,81500,3652500,46600,52125,115500,9150,40750,18600,360000,17700
AR124753131908104192,CITIZENS FOR TODD EACHUS,EIN ID 84-4895514,US,US-Federal,39,1700,1550,130250,3000,11500,41000,11500,532500,6800,7425,15750,1350,6000,2600,51000,2550
AR124792370729320448,AMERICAN LEADERSHIP COMMITTEE,EIN ID 83-1273004,US,US-Federal,167,120600,104150,8897750,203725,782900,2777000,776000,36390000,467200,498825,1080000,93050,423500,182400,3555000,170250
AR124854905453150208,FRIENDS OF EARL GRANVILLE,EIN ID 84-3810420,US,US-Federal,12,1600,1450,123500,2850,11000,39000,11000,517500,6500,7050,15750,1300,5750,2600,48000,2400
AR124928091695874048,PALZEWICZ FOR WISCONSIN,FEC ID C00653733,US,US-Federal,25,11600,9950,862250,19450,75200,270000,74000,3637500,45600,48375,102750,8950,39500,17400,333000,16350
AR124938811934244864,CDU Kreisverband Dortmund,,"DE, EU",EU-Parliament,24,5900,5000,433250,9800,37800,135000,37500,1815000,22500,24375,52500,4600,20250,8800,171000,8250
AR124967880272904192,FRIENDS FOR THORNTON,FEC ID C00664797,US,US-Federal,12,900,800,63750,1525,5900,21000,6000,270000,3500,3750,8250,700,3000,1400,27000,1350
AR124971384966217728,VOTEMATTNIELSEN,Registered in Arizona,US,US-Federal,3,1000,850,73750,1675,6400,22000,6500,300000,3800,4125,9000,750,3250,1400,30000,1350
AR12498698428743680,NÁRODNÁ KOALÍCIA,,"EU, SK",EU-Parliament,7,3400,3050,237250,5950,22600,78000,22500,982500,13100,14475,32250,2650,12250,5200,105000,4800
AR12505501656940544,DONNA SCHAIBLEY FOR STATE REPRESENTATIVE,EIN ID 47-2520477,US,US-Federal,1,2200,1900,165000,3725,14400,52000,14000,690000,8700,9300,19500,1750,7500,3400,63000,3150
AR125066011685683200,PETER MATHEWS FOR CONGRESS,FEC ID C00720136,US,US-Federal,1,0,0,750,25,100,0,0,0,0,75,0,0,0,0,0,0
AR125152392067940352,LATINO VOTE FOR AMERICA PAC,FEC ID C00742130,US,US-Federal,28,8000,6800,591000,13325,51600,186000,51000,2497500,31400,33225,70500,6150,27250,12000,228000,11250
AR125281515964727296,DICKINSON FOR CONGRESS COMMITTEE,EIN ID 83-4277178,US,US-Federal,10,4900,4500,372500,8775,34000,121000,33500,1567500,20000,21675,48000,4050,17500,8000,147000,7650
AR125556325152194560,MICHIGAN FREEDOM NETWORK,EIN ID 46-1903394,US,US-Federal,6,4500,3850,334750,7575,29200,105000,29000,1402500,17600,18825,39750,3500,15250,6800,129000,6450
AR125563609416728576,FRIENDS OF MONIQUE SMITH,Registered in Ohio 15180,US,US-Federal,3,500,400,36250,825,3200,11000,3000,150000,1900,2025,4500,400,1750,800,15000,750
AR125746952980660224,REBEKAH FOR NEWTOWN 2020,EIN ID 84-4633608,US,US-Federal,8,1700,1500,128250,2900,11200,40000,11000,540000,6700,7200,15750,1350,6000,2600,51000,2400
AR125830103547510784,JESSE JENSEN FOR CONGRESS,FEC ID C00720870,US,US-Federal,7,7900,6750,584250,13200,51100,183000,50500,2437500,30500,32850,70500,6150,27000,12000,228000,11100
AR125861577067855872,MARY GIULIANI STEPHENS,Registered in Minnesota 18516,US,US-Federal,2,800,700,61750,1400,5400,19000,5500,262500,3300,3450,7500,650,2750,1200,24000,1200
AR126043958559113216,CALIFORNIA ALLIANCE FOR JOBS,EIN ID 94-3212041,US,US-Federal,63,2600,2400,199250,4725,18300,66000,18000,847500,11000,11700,25500,2150,9250,4400,78000,4050
AR126138653998055424,COMMITTEE TO ELECT CINDY BERNE 2020,Registered in Missouri,US,US-Federal,42,5100,4350,376750,8500,32900,118000,32500,1590000,20000,21150,45000,3950,17250,7600,147000,7200
AR12623974034833408,PRESERVE PROTECT AND DEFEND PAC,EIN ID 82-5082150,US,US-Federal,69,34200,30950,2507250,60525,232700,816000,231000,10492500,135500,148575,329250,27250,120500,54600,1035000,50850
